あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれどそれにまー女の子があんまり近くにいなかったっていうことで男の子がいて私の兄も	はは
先生がまー歩くあの走れないもんですから	うんあ
若い人達のあーいう風に集まってワイワイ騒ぐっていうのも好きではないんですけども大正琴の歌って	大正琴
今の子供さんたちは全くこういうようなことは知らないので	そーですよね
お母さんに対する感謝っていうことだろうなと思って	もー絶対そうです
塗り絵ですねそれから	塗り絵
えー今五段だったのが一つ位が上がって五段錬士という位を称号を	凄いですね
ぱーっていうのかなそういう遊びをしましたお金のかかることは本当にしなかったと思います	あーそーなんですね
イギリスの方に今行きたいと	あ
そしてその日まー夜うー	宴会ですよね
えー今から	へえ
嬉しいことと	うん一緒に
人たちとの	はええ
それが一番の	ああ
来年は新しい百合の球根を買わざるをえないというような	ああ
ものですかねなんかそういうのをあげなければ自分では表現できないってゆって持ってきて私もそんなもんとてもいただくわけにはいかないっていったけどこれ	あはい
小さい頃なりたかったことは美容師さんに	何やる
まー色々と趣味はありますカラオケをやりましたんですがカラオケは	カラオケ
その気持ちが一番嬉しかったですそれにまーあのそういっちゃなんですけどまーわたくしが言った通りまたその人も真面目で私が	はは
えーそんなところでございます	あはい
けして真似をするということではありませんけれども	はっははい
運んだっていう記憶ぐらいっきりないんですね	はいあっそうなんですねーはいふーん
仲良く	そうですよね
敵と味方と別れて	分かれて
20代だいぶ昔の話ですけれども	あはい
今はもう八十台に入っておりますので	あーはい
或いは三菱商事の支店長とか	あー
いうものでございま	楽しいんですよね
なんか大空を飛ぶというのが凄くいいなという風に思って	飛行機そうですね
このような	素敵ですね
私自分で学校に行ってお勉強したわけではなくて本を買って独学で	すごいです
空白な時間ができるので悪くないかなーなんて思っています	あーそうですかーはいはい
えー今の	竹とんぼはい
あの他の友達なんかに比べて非常にあの恵まれてるということで今でも	そうですね
アケビとか	あーはい
そうですね一瞬いやーどうどうして来てくれたのかしらなんて本当にちょっと	びっくりですねー
ときわたくしの姉であるその子にとってはおばあちゃんに	はいあ
最終的にやはりですねえー途中から考え方が変わりましてやはり	変わられたんですねはい
あれ何本か	へー
多かったですあと	ああ
感じがしました	ねー
そんなことですねあの特にはそういうことででも色んなことやりましたです	あそうですか
ゆってくれたこと	はいうーん
ま普段	さすがです
ジパンシーさんからパーティーに招待され	へーすご
卒業してから書道教えてましてずっと教えてまして	教えてらしたんですか
えーとそうですねあのー外ではあのーゴム飛びっていうんでゴムが一本引いてもらってそれをどんどんあの	ゴム跳び
